Catalyst ID,Formula,Bulk Material ID,Element,Adsorbate Smiles,Adsorbate IUPAC Formula,Adsorption Energy,h,k,l,Surface Shift
random1029316,Ag₃₀H₃C₂O,mp-124,Ag,*COCH3,C2 H3 O1,-2.043,2,2,1.0,0.05
random1218847,H₃Pt₆₀C₂O,mp-126,Pt,*CHCHOH,C2 H3 O1,-1.862,2,2,1.0,0.05
random2152990,Cu₇₂H₂CO,mp-1010136,Cu,*CH2*O,C1 H2 O1,-0.54,2,0,1.0,0.083
random1856422,Ni₇₂HN₂O,mp-10257,Ni,*NONH,N2 H1 O1,1.759,2,1,1.0,0.167
random1022229,Ag₃₀CN,mp-124,Ag,*CN,C1 N1,-0.141,2,2,1.0,0.05
random1332486,HAu₃₆CO,mp-1008634,Au,*CHO*CHO,C2 H2 O2,-0.45,2,1,1.0,0.0
random1312662,Ni₆₄H₃C₂O,mp-10257,Ni,*CCH2OH,C2 H3 O1,-2.765,1,0,0.0,0.0
random669883,Cu₇₂HC₂O,mp-989782,Cu,*CCHO,C2 H1 O1,-1.367,2,1,2.0,0.167
random1018895,Cu₇₂H₅(CO)₂,mp-989782,Cu,*CHOHCH2OH,C2 H5 O2,-1.632,2,1,2.0,0.167
random1431167,Ag₄₈HC,mp-124,Ag,*CCH2,C2 H2,-0.584,2,1,1.0,0.063
random245016,HAu₃₆O,mp-81,Au,*OH,H1 O1,1.147,1,0,0.0,0.25
random1918434,Ni₂₄HN,mp-1094136,Ni,*NH,N1 H1,4.978,1,1,0.0,0.25
random2298153,Cu₇₂H₅C₂O,mp-989782,Cu,*OCH2CH3,C2 H5 O1,-3.63,2,1,0.0,0.167
random590063,Cu₁₀₈HCO,mp-1120774,Cu,*COH,C1 H1 O1,1.722,2,1,2.0,0.001
random756783,Ni₂₄C,mp-1094136,Ni,*C,C1,-1.471,1,1,0.0,0.25
random2200704,Cu₃₆C,mp-30,Cu,*C*C,C2,-0.703,2,1,0.0,0.083
random2297982,Ni₉₆H₃C₂,mp-1056486,Ni,*CHCH2,C2 H3,-3.157,1,1,0.0,0.125
random441678,Cu₇₂H₅C₂,mp-1120774,Cu,*CH2CH3,C2 H5,-3.559,1,1,1.0,0.166
random2349764,Cu₆₄HN,mp-1010136,Cu,*NH,N1 H1,-0.05,1,0,1.0,0.25
random1758578,Ni₆₄HC₂O,mp-23,Ni,*CCHO,C2 H1 O1,-2.449,1,0,0.0,0.25
random692775,Pt₅₄NO₃,mp-126,Pt,*NO3,N1 O3,6.662,1,1,1.0,0.167
random1854401,Ni₃₆N,mp-23,Ni,*N2,N2,-0.204,2,1,0.0,0.083
random844067,H₄Au₇₂C₂O,mp-1008634,Au,*CHOHCH2,C2 H4 O1,-2.774,2,1,1.0,0.0
random2083790,Ag₄₈C,mp-124,Ag,*C*C,C2,0.508,2,1,1.0,0.063
random455599,Ni₃₂NO₃,mp-1014111,Ni,*NO3,N1 O3,2.432,1,0,0.0,0.0
random1133607,Cu₉₆O,mp-1120774,Cu,*O,O1,0.723,1,0,1.0,0.291
random1458162,Ag₃₆C,mp-124,Ag,*C,C1,4.334,1,0,0.0,0.25
random1768040,Ag₉₆H₂CO,mp-124,Ag,*CHOH,C1 H2 O1,0.972,2,1,1.0,0.063
random2193477,Ni₃₆H₅C₂,mp-1094136,Ni,*CH2CH3,C2 H5,-5.967,2,1,0.0,0.167
random498964,Ni₆₄H₂CO,mp-1014111,Ni,*CHOH,C1 H2 O1,1.861,2,0,1.0,0.5
random878721,Cu₈₀HC₂,mp-989782,Cu,*CCH,C2 H1,-0.885,2,-1,2.0,0.0
random2292296,Cu₄₈HCO,mp-1120774,Cu,*COHCOH,C2 H2 O2,-0.415,1,0,0.0,0.167
random1063760,Cu₆₄H(CO)₂,mp-989695,Cu,*COCHO,C2 H1 O2,-0.478,1,0,0.0,0.167
random1300750,Cu₅₄HCO,mp-1120774,Cu,*COCH2O,C2 H2 O2,-1.617,2,1,1.0,0.167
random1480669,Ni₇₂H₃CO,mp-1056486,Ni,*OCH3,C1 H3 O1,-1.822,2,1,0.0,0.083
random578890,Ni₂₄H₂C₂O,mp-1094136,Ni,*CCHOH,C2 H2 O1,-2.151,1,1,0.0,0.25
random894521,Ni₂₄HNO,mp-1094136,Ni,*ONH,N1 H1 O1,1.247,2,-1,2.0,0.0
random2205283,Ni₇₂H₄C₂O,mp-23,Ni,*CHOHCH2,C2 H4 O1,-3.159,2,1,0.0,0.083
random1185114,Cu₈₀H₃C₂O,mp-1010136,Cu,*CHCHOH,C2 H3 O1,-1.623,2,2,1.0,0.05
random1353284,Ni₅₄HCO,mp-1008728,Ni,*COH,C1 H1 O1,-1.322,1,0,0.0,0.25
random1598617,Ag₈₁H₄C₂O,mp-989737,Ag,*COHCH3,C2 H4 O1,-0.986,1,0,-1.0,0.056
random1923228,Cu₆₄H₅C₂,mp-989782,Cu,*CH2CH3,C2 H5,-3.302,0,0,1.0,0.0
random589522,Cu₇₂H₂C₂O,mp-1010136,Cu,*CHCHO,C2 H2 O1,-1.955,1,0,2.0,0.083
random47598,H₃Pt₃₆CO,mp-126,Pt,*CH2OH,C1 H3 O1,-1.443,1,0,0.0,0.25
random902416,H₂Pt₇₂C,mp-126,Pt,*CH2,C1 H2,-1.752,2,1,0.0,0.083
random116969,Cu₄₈N,mp-989695,Cu,*N,N1,1.469,1,1,1.0,0.062
random882953,Ag₈₁C₂,mp-989737,Ag,*C*C,C2,0.61,1,0,2.0,0.056
random2260561,Ni₁₂N,mp-1094136,Ni,*N2,N2,-0.501,2,-1,2.0,0.0
random1260073,Cu₄₈NO,mp-989695,Cu,*NO,N1 O1,3.052,2,-1,2.0,0.125
random1348327,Cu₇₂HN₂O,mp-1120774,Cu,*NONH,N2 H1 O1,1.841,1,1,0.0,0.25
random1951602,Ni₄₈H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,-1.703,2,2,1.0,0.019
random161339,Ag₃₆CN,mp-124,Ag,*CN,C1 N1,-0.161,1,0,0.0,0.25
random1164763,Ni₆₄H₆C₂O,mp-23,Ni,*OHCH2CH3,C2 H6 O1,-3.918,1,0,0.0,0.25
random2090731,Ag₃₀H₂O,mp-124,Ag,*OH2,H2 O1,-0.092,2,2,1.0,0.05
random534915,Ni₄₈N₂O,mp-1014111,Ni,*N*NO,N2 O1,1.583,2,2,1.0,0.019
random2018269,Cu₃₆H₂CO,mp-1010136,Cu,*CHOHCHOH,C2 H4 O2,-0.779,2,1,0.0,0.083
random1740044,HAu₃₆C₂O,mp-1008634,Au,*CCHO,C2 H1 O1,-0.093,2,0,1.0,0.0
random1539881,Ni₉₆NO,mp-1056486,Ni,*NO,N1 O1,1.47,1,1,0.0,0.125
random546098,Cu₃₆HCO,mp-30,Cu,*COCH2O,C2 H2 O2,-1.356,2,1,0.0,0.083
random2102578,Cu₇₂H₄C₂O,mp-989695,Cu,*OCHCH3,C2 H4 O1,-2.922,2,1,1.0,0.069
random1692470,Ni₂₄H₃CO,mp-1094136,Ni,*CH2OH,C1 H3 O1,-1.299,2,-1,2.0,0.0
random1846594,Cu₉₆O,mp-30,Cu,*O,O1,0.973,1,1,1.0,0.167
random1848946,Ni₆₄H₃CO,mp-10257,Ni,*OCH3,C1 H3 O1,-1.656,2,0,1.0,0.0
random1734324,Ni₂₄H,mp-1094136,Ni,*H,H1,-1.311,1,1,0.0,0.25
random654790,Cu₇₂H₂C,mp-989782,Cu,*CH2,C1 H2,-0.723,2,1,1.0,0.167
random2334015,Cu₄₈NO₂,mp-989695,Cu,*NO2,N1 O2,3.509,1,1,1.0,0.062
random200287,H₃Au₄₈C,mp-1008634,Au,*CH3,C1 H3,-1.763,2,2,1.0,0.0
random1876435,Ag₁₀₈N₂O,mp-989737,Ag,*N*NO,N2 O1,2.676,1,1,1.0,0.028
random2222876,Ni₁₂H₂CO,mp-1094136,Ni,*OCH2CHOH,C2 H4 O2,-3.575,1,1,1.0,0.0
random826363,Cu₄₈H₅C₂,mp-989782,Cu,*CH2CH3,C2 H5,-3.633,1,1,0.0,0.25
random1522455,Ni₇₂H₅C₂O,mp-1056486,Ni,*OCH2CH3,C2 H5 O1,-3.886,2,1,0.0,0.083
random1258857,Ni₃₂HCO,mp-10257,Ni,*COHCHO,C2 H2 O2,-1.559,1,0,0.0,0.0
random873757,Cu₉₆HNO₂,mp-1120774,Cu,*ONOH,N1 H1 O2,3.736,1,0,1.0,0.291
random1483417,Ni₄₈HN₂O,mp-1094136,Ni,*NONH,N2 H1 O1,0.009,2,2,1.0,0.019
random2236350,Cu₅₄H₂CO,mp-1120774,Cu,*COHCH2OH,C2 H4 O2,-1.345,2,1,1.0,0.167
random2240562,Ni₇₂H₅(CO)₂,mp-10257,Ni,*CHOHCH2OH,C2 H5 O2,-2.48,2,1,0.0,0.0
random2243812,H₃Pt₆₀CO,mp-126,Pt,*CH2OH,C1 H3 O1,-1.291,2,2,1.0,0.05
random2093035,Ag₈₁H₂N,mp-989737,Ag,*NH2,N1 H2,0.2,1,0,-1.0,0.167
random1756289,Ni₃₂H₄C₂O,mp-1094136,Ni,*OCHCH3,C2 H4 O1,-4.452,1,0,1.0,0.0
random1880113,Ni₇₂H₂C,mp-23,Ni,*CH2,C1 H2,-1.916,2,1,0.0,0.083
random2245715,Ni₃₆H₂N₂O,mp-1014111,Ni,*ONNH2,N2 H2 O1,0.225,2,1,2.0,0.0
random1465875,Ni₂₄H₂C₂O,mp-1014111,Ni,*CH*COH,C2 H2 O1,0.364,1,1,0.0,0.25
random2465874,HAu₃₀N,mp-81,Au,*NHNH,N2 H2,1.596,2,2,1.0,0.05
random1519254,Cu₇₂H₃C₂O,mp-989782,Cu,*COCH3,C2 H3 O1,-2.595,2,1,0.0,0.167
random1439456,Ag₄₈HN₂O,mp-124,Ag,*NONH,N2 H1 O1,3.09,1,1,0.0,0.125
random1214364,HPt₂₇C,mp-126,Pt,*CCH2,C2 H2,-2.809,1,1,1.0,0.167
random1357780,H₅Au₇₂C₂O,mp-1008634,Au,*OCH2CH3,C2 H5 O1,-2.286,2,1,0.0,0.167
random2049395,Ni₆₄H₂C₂O,mp-23,Ni,*CHCHO,C2 H2 O1,-1.984,1,0,0.0,0.25
random1723174,HAu₃₆CO,mp-1008634,Au,*COHCHO,C2 H2 O2,-0.002,1,0,2.0,0.167
random708143,Au₄₈O,mp-1008634,Au,*O,O1,2.908,2,2,1.0,0.0
random728806,Cu₆₄H₅C₂O,mp-989782,Cu,*CHOHCH3,C2 H5 O1,-2.72,2,0,1.0,0.0
random959189,Ni₂₄NO₂,mp-10257,Ni,*NO2NO2,N2 O4,5.484,1,1,0.0,0.25
random957313,Ni₃₂HCO,mp-1014111,Ni,*CHO*CHO,C2 H2 O2,-2.52,2,0,1.0,0.5
random1665601,Cu₁₂₈C,mp-989695,Cu,*C,C1,1.483,2,0,1.0,0.146
random1601292,Ag₅₄H,mp-989737,Ag,*H,H1,0.586,2,0,-1.0,0.25
random67789,H₃Pt₅₄CO,mp-126,Pt,*OCH3,C1 H3 O1,-0.361,1,1,1.0,0.167
random2076759,Ni₉₆H₃CO,mp-1056486,Ni,*OCH3,C1 H3 O1,-1.864,1,1,0.0,0.125
random496302,Cu₆₄HC₂,mp-989782,Cu,*CCH,C2 H1,-0.954,2,0,1.0,0.0
random244808,Ni₃₆H,mp-1014111,Ni,*H,H1,3.093,2,1,1.0,0.0
random1081208,Ni₁₈HC,mp-1014111,Ni,*CH*CH,C2 H2,-3.263,2,1,0.0,0.167
random2079680,Cu₇₂H₃C₂O,mp-1120774,Cu,*CCH2OH,C2 H3 O1,-1.592,1,1,1.0,0.0
random1766224,Ni₃₂H₂CO,mp-23,Ni,*CHOCH2OH,C2 H4 O2,-2.277,1,0,0.0,0.25
random29240,Ag₁₀₈O,mp-989737,Ag,*O,O1,2.015,2,-1,2.0,0.083
random1740073,Cu₉₆H₃C,mp-30,Cu,*CH3,C1 H3,-1.668,1,1,0.0,0.125
random2208021,Cu₉₆H₂CO,mp-30,Cu,*CHOH,C1 H2 O1,0.242,1,1,1.0,0.167
random2420466,Cu₄₈HN₂,mp-989695,Cu,*N*NH,N2 H1,1.382,1,1,1.0,0.062
random1815474,Ni₂₄O,mp-1014111,Ni,*O,O1,0.056,1,1,0.0,0.25
random1847154,Cu₆₄H₃C₂O,mp-30,Cu,*CCH2OH,C2 H3 O1,-1.478,1,0,0.0,0.25
random2240634,Ni₂₄H₃C₂O,mp-1094136,Ni,*CHCHOH,C2 H3 O1,-2.837,2,-1,2.0,0.0
random487881,Ag₅₄H₃C₂O,mp-989737,Ag,*CHCHOH,C2 H3 O1,-1.466,2,1,-2.0,0.074
random1898167,Ni₆₄H₆C₂O,mp-1014111,Ni,*OHCH2CH3,C2 H6 O1,-3.747,2,0,1.0,0.5
random569064,Cu₃₆HC,mp-1120774,Cu,*CCH2,C2 H2,-1.496,1,1,0.0,0.25
random380301,Ag₃₆HC₂O,mp-124,Ag,*CHCO,C2 H1 O1,-0.961,1,0,0.0,0.25
random962277,Ni₇₂H₃(CO)₂,mp-10257,Ni,*COHCHOH,C2 H3 O2,-1.886,2,1,1.0,0.167
random1047381,Ag₃₆N,mp-124,Ag,*N,N1,4.688,1,0,0.0,0.25
random1037784,Cu₉₆NO₃,mp-1120774,Cu,*NO3,N1 O3,5.33,1,0,1.0,0.5
random568722,Cu₇₂N,mp-1010136,Cu,*N,N1,0.96,2,0,1.0,0.083
random2130639,Ni₃₂H₂C,mp-1014111,Ni,*CH2,C1 H2,-1.748,1,0,0.0,0.0
random1577203,H₄Au₃₆CN₂O,mp-1008634,Au,*OHNNCH3,C1 N2 H4 O1,1.02,2,0,1.0,0.0
random1818218,Ni₄₈HC,mp-1056486,Ni,*CCH2,C2 H2,-2.712,1,1,0.0,0.125
random2207931,H₃Au₄₈C,mp-1008634,Au,*CH3,C1 H3,-1.647,1,0,1.0,0.0
random2387002,Ni₆₄H₂C₂O,mp-23,Ni,*CHCHO,C2 H2 O1,-1.984,1,0,0.0,0.25
random655809,Cu₆₄H₅C₂O,mp-1010136,Cu,*OCH2CH3,C2 H5 O1,-3.622,1,1,0.0,0.25
random1569894,Cu₆₄H₆C₂O,mp-989695,Cu,*OHCH2CH3,C2 H6 O1,-3.945,1,0,0.0,0.167
mp-1014111,Ni,CH2*CO,C2 H2 O1,-2.828,1,0.0,2,0,,
random1284538,Cu₃₆H₂CO,mp-1010136,Cu,*CHOHCHOH,C2 H4 O2,-0.463,2,1,0.0,0.083
random1626460,Ni₂₄H₂CO,mp-10257,Ni,*CHOHCHOH,C2 H4 O2,-2.291,2,2,1.0,0.0
random2414070,Ni₆₄H₆C₂N₂O,mp-1014111,Ni,*ONN(CH3)2,C2 N2 H6 O1,-1.309,2,0,1.0,0.5
random1532641,Cu₉₆H₄C₂O,mp-989695,Cu,*OCHCH3,C2 H4 O1,-2.99,2,2,1.0,0.031
random2108809,Cu₆₄NO₂,mp-989695,Cu,*NO2,N1 O2,3.583,1,0,2.0,0.083
random2398418,Cu₉₆H,mp-30,Cu,*H,H1,0.095,1,1,0.0,0.125
random1439903,Ni₂₄H₄CN,mp-10257,Ni,*NH2N(CH3)2,C2 N2 H8,-4.138,1,1,0.0,0.25
random552891,Ni₇₂H₃C₂,mp-10257,Ni,*CCH3,C2 H3,-4.03,2,1,0.0,0.0
random1210377,Cu₇₂H₅C₂,mp-1010136,Cu,*CH2CH3,C2 H5,-3.137,2,0,1.0,0.083
random2190634,HAu₂₄CO,mp-1008634,Au,*COCH2O,C2 H2 O2,-0.322,1,1,1.0,0.0
random2135240,Cu₆₄H₃C,mp-989782,Cu,*CH3,C1 H3,-1.617,2,0,1.0,0.0
random1409567,Ni₃₆NO₂,mp-10257,Ni,*NO2NO2,N2 O4,5.014,2,1,0.0,0.0
random82475,Pt₇₂O,mp-126,Pt,*O,O1,1.296,2,1,0.0,0.083
random888632,Cu₆₄HC₂,mp-1010136,Cu,*CCH,C2 H1,-0.885,2,1,1.0,0.125
random1742776,Ni₆₄NO₂,mp-10257,Ni,*NO2,N1 O2,3.287,2,0,1.0,0.0
random880061,Ni₃₆HN₂,mp-1014111,Ni,*N*NH,N2 H1,-0.215,2,1,1.0,0.0
random1217725,Cu₈₀HN₂O,mp-1010136,Cu,*NONH,N2 H1 O1,2.421,2,1,2.0,0.05
random1420781,Ag₈₁H₄(CO)₂,mp-989737,Ag,*OCH2CHOH,C2 H4 O2,-1.138,1,0,2.0,0.167
random691114,Ni₄₈H₃C₂O,mp-1094136,Ni,*CHCHOH,C2 H3 O1,-4.114,2,2,1.0,0.019
random2374668,Cu₇₂H₆C₂N₂O,mp-989695,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.317,2,1,0.0,0.056
random659617,Ni₇₂HO,mp-23,Ni,*OH,H1 O1,-0.174,2,1,0.0,0.083
random640878,Cu₄₈HC,mp-30,Cu,*CH*CH,C2 H2,-1.8,1,1,0.0,0.125
random1884848,Ni₆₄H₅C₂O,mp-1056486,Ni,*CH2CH2OH,C2 H5 O1,-2.861,1,0,0.0,0.25
random1255327,Cu₃₂C,mp-1010136,Cu,*C*C,C2,-0.522,1,1,0.0,0.25
random173996,Ag₈₁C,mp-989737,Ag,*C,C1,2.825,1,0,2.0,0.167
random1122410,Pt₅₄C,mp-126,Pt,*C,C1,-0.899,1,1,1.0,0.167
random1830261,Cu₇₂H₃C₂,mp-1010136,Cu,*CCH3,C2 H3,-2.235,2,0,1.0,0.083
random1099979,Cu₅₄HN,mp-1120774,Cu,*NHNH,N2 H2,0.845,2,1,0.0,0.167
random1163459,HAu₃₆,mp-1008634,Au,*H,H1,0.646,1,0,0.0,0.0
random657725,Ni₃₂HN₂,mp-1014111,Ni,*N*NH,N2 H1,0.369,1,0,0.0,0.0
random254364,Ag₃₆H₂C₂O,mp-124,Ag,CH2*CO,C2 H2 O1,-1.63,1,0,0.0,0.25
random1824870,Cu₉₆C,mp-989782,Cu,*C,C1,0.446,1,0,2.0,0.0
random446022,H₃(Au₂₄C)₂,mp-1008634,Au,*CCH3,C2 H3,-1.434,2,2,1.0,0.0
random1217590,Cu₉₆H₂C₂O,mp-1120774,Cu,*CH*COH,C2 H2 O1,1.191,1,0,1.0,1.0
random2116280,Cu₉₆HC₂O,mp-30,Cu,*CCHO,C2 H1 O1,-0.599,1,1,0.0,0.125
random1653237,Ni₇₂H₂CO,mp-1056486,Ni,*CHOH,C1 H2 O1,-1.319,2,1,0.0,0.083
random1361529,Cu₆₄H₃CO,mp-1010136,Cu,*CH2OH,C1 H3 O1,-0.54,1,1,0.0,0.25
random1619641,Cu₁₀₈H₃C₂,mp-1120774,Cu,*CHCH2,C2 H3,-2.973,2,1,1.0,0.167
random1207446,HPt₃₆N₂O,mp-126,Pt,*NONH,N2 H1 O1,1.903,1,0,0.0,0.25
random469358,Cu₇₂CN,mp-1120774,Cu,*CN,C1 N1,-0.934,1,1,1.0,0.166
random1837926,Ni₉₆H₃(CO)₂,mp-10257,Ni,*CHOCHOH,C2 H3 O2,-2.601,1,0,2.0,0.0
random2082072,H(Au₂₄C)₂,mp-1008634,Au,*CCH,C2 H1,-0.451,1,1,0.0,0.25
random1540184,Cu₉₆HO,mp-989695,Cu,*OH,H1 O1,0.302,2,2,1.0,0.031
random874543,Ni₅₄H₂C,mp-1008728,Ni,*CH2,C1 H2,-1.879,1,0,0.0,0.25
random1621886,Ni₄₈H₂C₂O,mp-10257,Ni,*CCHOH,C2 H2 O1,-2.716,2,2,1.0,0.0
random2209342,Ni₄₈H₄CN₂O,mp-10257,Ni,*OHNNCH3,C1 N2 H4 O1,-1.598,2,2,1.0,0.0
random664256,Ag₈₁H₅C₂,mp-989737,Ag,*CH2CH3,C2 H5,-2.97,1,0,-1.0,0.056
random2078553,Ni₃₆HN,mp-1094136,Ni,*NH,N1 H1,-0.273,2,1,0.0,0.167
random605505,Cu₆₄O,mp-989782,Cu,*O,O1,1.185,1,0,0.0,0.5
random529457,Ni₆₄H,mp-23,Ni,*H,H1,-0.43,1,0,0.0,0.25
random232700,Au₃₆O,mp-1008634,Au,*O,O1,2.622,1,0,0.0,0.0
random1989887,Ni₃₂HC,mp-10257,Ni,*CCH2,C2 H2,-2.585,2,0,1.0,0.75
random1214380,Cu₇₂HN₂O,mp-30,Cu,*NONH,N2 H1 O1,1.991,2,1,0.0,0.083
random1332892,Cu₆₄NO,mp-989695,Cu,*NO,N1 O1,2.58,1,0,1.0,0.208
random1906254,Cu₇₂H₃C₂O,mp-1010136,Cu,*CCH2OH,C2 H3 O1,-1.115,2,1,0.0,0.083
random1037601,Cu₈₀H₂CO,mp-1010136,Cu,*CH2*O,C1 H2 O1,-0.435,2,2,1.0,0.05
random1336232,Cu₇₂HNO₂,mp-1010136,Cu,*ONOH,N1 H1 O2,3.744,2,1,0.0,0.083
random444500,Ni₃₆HCO,mp-10257,Ni,*COHCOH,C2 H2 O2,-1.934,2,1,1.0,0.167
random1102313,Ag₄₈N,mp-124,Ag,*N,N1,4.727,1,1,0.0,0.125
random366166,Ni₆₄H,mp-23,Ni,*H,H1,-0.43,1,0,0.0,0.25
random2323092,Ni₃₆HCO,mp-10257,Ni,*COHCOH,C2 H2 O2,-1.165,2,1,0.0,0.167
random898381,Ni₇₂HC₂O,mp-1056486,Ni,*CCHO,C2 H1 O1,-2.864,2,1,0.0,0.083
random869091,Ni₁₈NO₂,mp-1014111,Ni,*NO2NO2,N2 O4,4.061,2,1,2.0,0.0
random1162276,HPt₇₂NO₂,mp-126,Pt,*ONOH,N1 H1 O2,3.725,1,1,0.0,0.125
random822299,Ni₇₂HO,mp-23,Ni,*OH,H1 O1,-0.161,2,1,0.0,0.083
random740910,Cu₇₂HN₂O,mp-30,Cu,*NONH,N2 H1 O1,2.187,2,1,0.0,0.083
random1329157,Ni₃₆HCO,mp-1056486,Ni,*CHO*CHO,C2 H2 O2,-2.288,2,1,0.0,0.083
random971912,Ag₉₆H₃NO,mp-124,Ag,*OHNH2,N1 H3 O1,1.536,2,1,1.0,0.063
random1968111,H₂Pt₇₂C,mp-126,Pt,*CH2,C1 H2,-1.751,2,1,0.0,0.083
random1281947,Ni₄₈N,mp-10257,Ni,*N2,N2,0.045,1,0,2.0,0.0
random1653389,Ni₇₂NO₂,mp-10257,Ni,*NO2,N1 O2,3.413,2,1,0.0,0.0
random834742,Ni₄₈NO,mp-10257,Ni,*NO,N1 O1,1.34,1,1,0.0,0.25
random1135335,Cu₇₂H₂C₂O,mp-1120774,Cu,CH2*CO,C2 H2 O1,-1.615,1,1,0.0,0.25
random1293717,Ni₄₈H₃C₂,mp-1014111,Ni,*CHCH2,C2 H3,-0.097,2,2,1.0,0.019
random2175052,HPt₅₄N,mp-126,Pt,*NH,N1 H1,0.149,1,1,1.0,0.167
random716598,Ni₆₄HO,mp-1008728,Ni,*OH,H1 O1,-0.03,1,1,0.0,0.25
random616765,Cu₆₄H₂O,mp-1010136,Cu,*OH2,H2 O1,-0.023,1,1,0.0,0.25
random1052947,Cu₇₂H₂CO,mp-989695,Cu,*CHOH,C1 H2 O1,-0.121,2,1,2.0,0.028
random519506,Ni₆₄O,mp-1008728,Ni,*O,O1,-0.083,1,1,0.0,0.25
random1997612,Ni₃₆H₃C₂O,mp-1014111,Ni,*CCH2OH,C2 H3 O1,-2.84,2,1,1.0,0.0
random2192346,H(Au₃₆N)₂,mp-1008634,Au,*N*NH,N2 H1,2.014,2,1,1.0,0.0
random548935,Ni₂₄H₃C₂O,mp-1094136,Ni,*CHCHOH,C2 H3 O1,-3.96,2,-1,2.0,0.25
random1137327,Pt₃₆N,mp-126,Pt,*N,N1,2.311,1,0,0.0,0.25
random1822320,Ag₈₁H₃C₂O,mp-989737,Ag,*COCH3,C2 H3 O1,-1.972,1,0,2.0,0.056
random2258032,Cu₁₂₈H₂C,mp-989695,Cu,*CH2,C1 H2,-0.506,2,0,1.0,0.146
random2206588,Cu₇₂O,mp-1010136,Cu,*O,O1,0.701,2,1,0.0,0.083
random1640467,Ni₃₆HC,mp-1056486,Ni,*CH*CH,C2 H2,-3.103,2,1,0.0,0.083
random1780700,Ni₇₂H₄C₂O,mp-10257,Ni,*COHCH3,C2 H4 O1,-2.801,2,1,0.0,0.0
random1796082,Ni₃₆NO₂,mp-10257,Ni,*NO2NO2,N2 O4,4.322,2,1,0.0,0.0
random879628,H₂Pt₃₆CO,mp-126,Pt,*COHCH2OH,C2 H4 O2,-2.385,2,1,0.0,0.083
random614250,Ni₇₂H₆C₂N₂O,mp-10257,Ni,*ONN(CH3)2,C2 N2 H6 O1,-3.551,2,1,1.0,0.0
random605862,Pt₇₂CN,mp-126,Pt,*CN,C1 N1,-1.019,2,1,0.0,0.083
random2211322,Ni₃₂C,mp-1056486,Ni,*C*C,C2,-1.743,1,0,0.0,0.25
random2243456,Ni₆₄H₃N,mp-1056486,Ni,*NH3,N1 H3,-1.569,1,0,0.0,0.25
random1834532,Ni₇₂H,mp-10257,Ni,*H,H1,-0.377,2,1,1.0,0.0
random1798074,Ni₆₄N,mp-10257,Ni,*N,N1,-0.256,1,0,0.0,0.0
random214375,Ni₂₄O,mp-1014111,Ni,*O,O1,0.475,2,-1,2.0,0.25
random913352,Ni₃₆H₂CO,mp-1014111,Ni,*CHOH,C1 H2 O1,-1.203,2,1,1.0,0.0
random542184,Ni₁₆HCO,mp-1094136,Ni,*COHCOH,C2 H2 O2,-2.58,1,0,1.0,0.0
random1213094,Ni₆₄H₃C₂O,mp-23,Ni,*CHCHOH,C2 H3 O1,-2.891,1,0,0.0,0.25
random2160120,HAu₃₆C,mp-1008634,Au,*CCH2,C2 H2,-1.143,2,1,2.0,0.0
random1588964,Cu₆₄H₃C₂O,mp-30,Cu,*CHCHOH,C2 H3 O1,-1.555,1,0,0.0,0.25
random2369329,Ag₅₄O,mp-989737,Ag,*O,O1,1.941,2,0,-1.0,0.056
random553843,Ni₄₈H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,-1.645,2,2,1.0,0.019
random1598393,Cu₄₈NO₂,mp-989695,Cu,*NO2NO2,N2 O4,6.276,2,2,1.0,0.031
random1695955,Cu₆₄HCO,mp-989782,Cu,*CHO,C1 H1 O1,0.029,1,0,0.0,0.0
random1198548,Cu₄₈H₂CO,mp-1120774,Cu,*OCH2CHOH,C2 H4 O2,-0.276,0,0,1.0,0.5
random244573,Ag₃₀H₃N,mp-124,Ag,*NH3,N1 H3,-0.985,2,2,1.0,0.05
random1012082,H₃Pt₇₂C₂O,mp-126,Pt,*CCH2OH,C2 H3 O1,-1.927,1,1,0.0,0.125
random986470,H₄Pt₃₆C₂O,mp-126,Pt,*CHOHCH2,C2 H4 O1,-3.173,1,0,0.0,0.25
random2104750,Cu₇₂N₂O,mp-30,Cu,*N*NO,N2 O1,3.019,2,1,0.0,0.083
random1016688,Ag₁₀₈HN,mp-989737,Ag,*NH,N1 H1,1.675,2,1,1.0,0.037
random2002317,Cu₅₄HN₂,mp-1010136,Cu,*N*NH,N2 H1,1.558,1,0,0.0,0.25
random1587366,H₃Pt₇₂C₂O,mp-126,Pt,*COCH3,C2 H3 O1,-3.563,2,1,0.0,0.083
random628651,Ni₃₆HC₂O,mp-1014111,Ni,*CHCO,C2 H1 O1,-2.695,2,1,1.0,0.0
random1787188,Au₃₆CN,mp-1008634,Au,*CN,C1 N1,-0.167,2,0,1.0,0.0
random57218,Ni₄₈N,mp-1094136,Ni,*N,N1,7.629,2,2,1.0,0.019
random683420,Ni₁₂H₂CO,mp-1014111,Ni,*CHOHCHOH,C2 H4 O2,-2.261,1,1,1.0,0.0
random2390543,Cu₉₆N,mp-989695,Cu,*N,N1,1.467,2,2,1.0,0.031
